name;address;province;city;pinAddress;phone;latitude;longitude;teamCode
142. AGRES ID X MSI ARENA;RUKO BEACH BOULEVARD BLOK B NO. 56;DKI Jakarta;Jakarta Utara;Golf Island, Ruko Beach Boulevard, Jl. Pantai Indah Kapuk No.56 Blok B, Daerah Khusus Ibukota Jakarta 14460;0811-1053-8926;-6.092233959;106.7408918;TNG05-RPI03
143. AGRES ID & FONE;JL. KISAMAUN NO. 119 SUKASARI, KEC. TANGERANG  BANTEN 15118;Banten;Tangerang;Jl. Kisamaun No.'119. RT.001/RW.01'1. Sukasari, Kec. Tangerang, Kota Tangerang, Banten 15118;0811-1914-2619;-6.186547583;106.6338385;TNG05-RPL01
144. AGRES ID;JL. JENDRAL SUDIRMAN NO. 19  LANTAI LG BLOK C NO. 07  CIKOKOL, KEC. TANGERANG  BANTEN 15117;Banten;Tangerang;Jl. Jenderal Sudirman No.'1. Cikokol, Kec. Tangerang, Kota Tangerang, Banten 15117;0811-1914-9696;-6.193617818;106.6341109;TNG05-RTC01
145. AGRES ID;JL. JENDRAL SUDIRMAN NO. 19  LANTAI LG BLOK C NO. 52  CIKOKOL, KEC. TANGERANG  BANTEN 15117;Banten;Tangerang;Jl. Jenderal Sudirman No.'1. Cikokol, Kec. Tangerang, Kota Tangerang, Banten 15118;0811-1923-8065;-6.193617818;106.6341109;TNG05-RTC02
146. GAMER ID;JL. JENDRAL SUDIRMAN NO. 19  LANTAI LG BLOK C NO. 10  CIKOKOL, KEC. TANGERANG  BANTEN 15117;Banten;Tangerang;Jl. Jenderal Sudirman No.'1. Cikokol, Kec. Tangerang, Kota Tangerang, Banten 15119;0811-1914-2619;-6.193617818;106.6341109;TNG05-RTC03
147. AGRES ID;JL. JENDRAL SUDIRMAN NO. 19  LANTAI LG BLOK C NO. 56  CIKOKOL, KEC. TANGERANG  BANTEN 15117;Banten;Tangerang;Jl. Jenderal Sudirman No.'1. Cikokol, Kec. Tangerang, Kota Tangerang, Banten 15120;0811-1914-2620;-6.193617818;106.6341109;TNG05-RTC04
148. AGRES ID;JL. JENDRAL SUDIRMAN NO. 19  LANTAI LG BLOK C NO. 19-20  CIKOKOL, KEC. TANGERANG  BANTEN 15117;Banten;Tangerang;Jl. Jenderal Sudirman No.'1. Cikokol, Kec. Tangerang, Kota Tangerang, Banten 15121;0811-1253-4072;-6.193617818;106.6341109;TNG05-RTC05
149. AGRES ID X LEGION;JL. JENDRAL SUDIRMAN NO. 19  LANTAI LG BLOK C NO. 03  CIKOKOL, KEC. TANGERANG  BANTEN 15117;Banten;Tangerang;Jl. Jenderal Sudirman No.'1. Cikokol, Kec. Tangerang, Kota Tangerang, Banten 15122;0811-1908-7532;-6.193617818;106.6341109;TNG05-RTC06
150. GAMER ID LEGION;JL. JENDRAL SUDIRMAN NO. 19  LANTAI LG BLOK C NO. 12  CIKOKOL, KEC. TANGERANG  BANTEN 15117;Banten;Tangerang;Jl. Jenderal Sudirman No.'1. Cikokol, Kec. Tangerang, Kota Tangerang, Banten 15123;0811-1914-2618;-6.193617818;106.6341109;TNG05-RTC07
151. AGRES ID;JL. JENDRAL SUDIRMAN NO. 19  LANTAI LG BLOK D NO. 33 & 35  CIKOKOL, KEC. TANGERANG  BANTEN 15117;Banten;Tangerang;Jl. Jenderal Sudirman No.'1. Cikokol, Kec. Tangerang, Kota Tangerang, Banten 15124;0811-8114-2695;-6.193617818;106.6341109;TNG05-RTC08
152. AGRES ID;JL. LAKSAMANA BINTAN, RUKO PALM REGENCY BLOK A NO. 1   SUNGAI PANAS, KEC. BATAM KOTA  KEP. RIAU 294444;Kepulauan Riau;Batam;Jl. Laksamana Bintan No.'1. Sungai Panas, Kec. Batam Kota, Kota Batam, Kepulauan Riau 29444;0813-7080-2888;1.120914353;104.0336267;1v
153. AGRES ID X LENOVO;JL. MT. HARYONO NO. 992-994  LANTAI 3 STAND VIP 2  LAMPERKIDUL, KEC. SEMARANG SELATAN  JAWA TENGAH 50257;Jawa Tengah;Semarang;Jl. MT. Haryono No.992-994, Lamper Kidul, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50257;0895-8006-9666;-7.00618021;110.4322022;1w
154. AGRES ID X ASUS;JL. MT. HARYONO NO. 992-994  LANTAI 3 NO. 3  LAMPERKIDUL, KEC. SEMARANG SELATAN  JAWA TENGAH 50257;Jawa Tengah;Semarang;Jl. MT. Haryono No.992-994, Lamper Kidul, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50258;0895-8006-9666;-7.00618021;110.4322022;RMJ01
155. AGRES ID;JL. MT. HARYONO NO. 992-994  LANTAI 3 STAND VIP 7  LAMPERKIDUL, KEC. SEMARANG SELATAN  JAWA TENGAH 50257;Jawa Tengah;Semarang;Jl. MT. Haryono No.992-994, Lamper Kidul, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50259;0895-8006-9666;-7.00618021;110.4322022;RMF03
156. AGRES ID;JL. MAJAPAHIT NO 372  PALEBON, KEC. PEDURUNGAN  JAWA TENGAH 50246;Jawa Tengah;Semarang;Jl. Majapahit No.372, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50246;0895-8006-9666;-7.007468747;110.4617256;RMF01
157. AGRES ID;JL. BAU MANGGA NO 6D  MASALE, KEC. PANAKKUKANG  SULAWESI SELATAN 90231;Sulawesi Selatan;Makassar;Jl. Bau Mangga No.6 D, Masale, Kec. Panakkukang, Kota Makassar, Sulawesi Selatan 90231;0822-2122-6090;-5.16131347;119.444068;RMF02
158. AGRES ID;JL. GATOT SUBROTO NO. 30  LANTAI 4 CC NO. 99  SEKIP, KEC. MEDAN PETISAH  SUMATERA UTARA 20113;Sumatera Utara;Medan;Plaza Medan Fair, Jl. Gatot Subroto No.30, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20113;0822-7313-9505;3.592619508;98.66314553;RMF04
159. AGRES ID;JL. GATOT SUBROTO NO. 30  LANTAI 4 CC NO. 39  SEKIP, KEC. MEDAN PETISAH  SUMATERA UTARA 20113;Sumatera Utara;Medan;Plaza Medan Fair, Jl. Gatot Subroto No.30, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20114;0895-0988-5391;3.592619508;98.66314553;RGMO
160. GAMER ID;JL. GATOT SUBROTO NO. 30  LANTAI 4 CC NO. 27  SEKIP, KEC. MEDAN PETISAH  SUMATERA UTARA 20113;Sumatera Utara;Medan;Plaza Medan Fair, Jl. Gatot Subroto No.30, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20115;0821-3671-3870;3.592619508;98.66314553;1x
161. GAMER ID;JL. GATOT SUBROTO NO. 30  LANTAI 4 CC NO. 96  SEKIP, KEC. MEDAN PETISAH  SUMATERA UTARA 20113;Sumatera Utara;Medan;Plaza Medan Fair, Jl. Gatot Subroto No.30, Sekip, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20116;0822-7313-9680;3.592619508;98.66314553;AMS
162. AGRES ID;JL. PUTRI MERAK JINGGA NO. 71  KESAWAN, KEC. MEDAN BARAT  SUMATERA UTARA 20231;Sumatera Utara;Medan;Jl. Putri Merak Jingga No.7'1. Kesawan, Kec. Medan Bar., Kota Medan, Sumatera Utara 20111;0822-2082-1751;3.60036974;98.67403114;AJM01
163. GAMER ID;JL. MOJOPAHIT NO 12E  PETISAH TENGAH, KEC. MEDAN PETISAH  SUMATERA UTARA 20111;Sumatera Utara;Medan;Jl. Mojopahit No.12E, Petisah Tengah, Kec. Medan Petisah, Kota Medan, Sumatera Utara 20111;0851-8331-1688;3.589654833;98.66783026;AJM02
164. AGRES ID & FONE;JL. HIJAS NO 14  BENUA MEKAYU DARAT, KEC PONTIANAK SELATAN  KALIMANTAN BARAT 78243;Kalimantan Barat;Pontianak;Jl. Hijas No.14, Benua Melayu Darat, Kec. Pontianak Sel., Kota Pontianak, Kalimantan Barat 78243;0813-8080-7070;-0.035837965;109.3460568;AJM03
165. AGRES ID;JL. C. SIMANJUTAK NO. 101  TERBAN, KEC. GONDOKUSUMAN  YOGYAKARTA 55223;DI Yogyakarta;Yogyakarta;Jl. C. Simanjuntak No.10'1. Terban, Kec. Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55223;0813-7779-825;-7.777074159;110.3735386;AGRES 2
166. AGRES ID;JL. BRIGJEN KATAMSO  LANTAI 1 NO. 11A  PRAWIRODIRJAN, KEC. GONDOMANAN  YOGYAKARTA 55121;DI Yogyakarta;Yogyakarta;59V9+HRJ Jogjatronik, Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55121;0813-7779-825;-7.805736254;110.3696266;GAMER 1
167. GAMER ID;JL. BRIGJEN KATAMSO  LANTAI 1 NO. 12B  PRAWIRODIRJAN, KEC. GONDOMANAN  YOGYAKARTA 55121;DI Yogyakarta;Yogyakarta;59V9+HRJ Jogjatronik, Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55122;0813-7779-825;-7.805736254;110.3696266;GAMER 2
168. GAMER ID;JL. BRIGJEN KATAMSO  LANTAI 2 NO. 6, 7, & 57  PRAWIRODIRJAN, KEC. GONDOMANAN  YOGYAKARTA 55121;DI Yogyakarta;Yogyakarta;59V9+HRJ Jogjatronik, Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55123;0813-7779-825;-7.805736254;110.3696266;CYBER 1
169. CYBERTECH 1;JL. BRIGJEN KATAMSO  LANTAI 2 NO. 38 & 39  PRAWIRODIRJAN, KEC. GONDOMANAN  YOGYAKARTA 55121;DI Yogyakarta;Yogyakarta;59V9+HRJ Jogjatronik, Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55124;0813-7779-825;-7.805736254;110.3696266;CYBER 2
170. CYBERTECH 2;JL. BRIGJEN KATAMSO  LANTAI 2 NO. 8 & 28  PRAWIRODIRJAN, KEC. GONDOMANAN  YOGYAKARTA 55121;DI Yogyakarta;Yogyakarta;59V9+HRJ Jogjatronik, Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55125;0813-7779-825;-7.805736254;110.3696266;SIMAN
171. AGRES ID;JL. BRIGJEN KATAMSO  MALL LOBY DEPAN  PRAWIRODIRJAN, KEC. GONDOMANAN  YOGYAKARTA 55121;DI Yogyakarta;Yogyakarta;59V9+HRJ Jogjatronik, Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55126;0813-7779-825;-7.805736254;110.3696266;EX BNI
172. AGRES ID;JL. BRIGJEN KATAMSO  LANTAI 2 NO. 2, '3. 4, & 5  PRAWIRODIRJAN, KEC. GONDOMANAN  YOGYAKARTA 55121;DI Yogyakarta;Yogyakarta;59V9+HRJ Jogjatronik, Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55127;0813-7779-825;-7.805736254;110.3696266;AGRES 1
173. AGRES ID;JL. BRIGJEN KATAMSO  LOBBY ATRIUM  PRAWIRODIRJAN, KEC. GONDOMANAN  YOGYAKARTA 55121;DI Yogyakarta;Yogyakarta;59V9+HRJ Jogjatronik, Jl. Brigjen Katamso, Prawirodirjan, Kec. Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55127;To Be Announced;-7.805736254;110.3696266;1y
